titulo,autor,editora,media_avaliacao,total_avaliacao,genero_literario,grau_popularidade
O Símbolo Perdido,Dan Brown,Arqueiro,4.1,41,suspense e mistério,Baixa
Bem atrás de você,Lisa Gardner,Gutenberg,4.1,1,suspense e mistério,Baixa
A Última Viúva,Karin Slaughter,HarperCollins,4.1,431,suspense e mistério,Baixa
Quando Ela Se Foi,Harlan Coben,Arqueiro,4.1,5,suspense e mistério,Baixa
7° Céu,James Patterson,Arqueiro,4.1,520,suspense e mistério,Baixa
O Código Da Vinci,Dan Brown,Sextante,4.1,79,suspense e mistério,Baixa
Até o Fim,Harlan Coben,Arqueiro,4.1,1,suspense e mistério,Baixa
O Símbolo Perdido,Dan Brown,Sextante,4.1,41,suspense e mistério,Baixa
O Caçador de Andróides,Philip K. Dick,Rocco,4.1,831,suspense e mistério,Baixa
A prisioneira do tempo,Kate Morton,Editora,4.1,137,suspense e mistério,Baixa
O Código Da Vinci,Dan Brown,Sextante,4.1,79,suspense e mistério,Baixa
Perguntaram-me se Acredito em Deus,Rubem Alves,Planeta,4.1,324,suspense e mistério,Baixa
Destruidoras,Sara Shepard,Rocco,4.1,2,suspense e mistério,Baixa
O Enigma do Oito,Katherine Neville,Rocco,4.1,725,suspense e mistério,Baixa
A Grande Arte,Rubem Fonseca,Planeta,4.1,888,suspense e mistério,Baixa
O Talismã,Peter Straub,Planeta,4.1,1,suspense e mistério,Baixa
Desespero,Stephen King,Planeta,4.1,2,suspense e mistério,Baixa
Dexter: A Mão Esquerda de Deus,Jeff Lindsay,Planeta,4.1,6,suspense e mistério,Baixa
Christine,Stephen King,Planeta,4.1,4,suspense e mistério,Baixa
Lugares Escuros,Gillian Flynn,Intrínseca,4.0,4,suspense e mistério,Baixa
A Mais Bela de Todas,Serena Valentino,Universo,4.0,1,suspense e mistério,Baixa
Lugares Escuros,Gillian Flynn,Intrínseca,4.0,4,suspense e mistério,Baixa
As Viúvas,Lynda La Plante,Intrínseca,4.0,288,suspense e mistério,Baixa
O Ladrão de Casaca,Maurice Leblanc,Martin,4.0,547,suspense e mistério,Baixa
Pequenos incêndios por toda parte, Celeste Ng ,Intrínseca,4.0,4,suspense e mistério,Baixa
O Processo,Franz Kafka,Martin,4.0,8,suspense e mistério,Baixa
Raízes do Mal,Gwenda Bond,Intrínseca,4.0,892,suspense e mistério,Baixa
Limiar,Jessica Warman,Galera,4.0,373,suspense e mistério,Baixa
Amaldiçoado ,Joe Hill,Arqueiro,4.0,5,suspense e mistério,Baixa
O Homem de São Petersburgo,Ken Follett,Arqueiro,4.0,829,suspense e mistério,Baixa
Sangue Inocente,James Rollins,Rocco,4.0,70,suspense e mistério,Baixa
Implacáveis,Sara Shepard,Rocco,4.0,676,suspense e mistério,Baixa
Terra Sem Lei,John Sandford,Arqueiro,4.0,111,suspense e mistério,Baixa
Retrato de Uma Espiã,Daniel Silva,Arqueiro,4.0,141,suspense e mistério,Baixa
5º Cavaleiro,James Patterson,Arqueiro,4.0,857,suspense e mistério,Baixa
Tudo Que Você Quiser Que Eu Seja,Mindy Mejia,Rocco,4.0,159,suspense e mistério,Baixa
Silenciadas,Kristina Ohlsson,Gutenberg,4.0,183,suspense e mistério,Baixa
Ponto De Impacto,Dan Brown,Arqueiro,4.0,31,suspense e mistério,Baixa
O Cavalo Amarelo,Agatha Christie,HarperCollins,4.0,1,suspense e mistério,Baixa
Indesejadas,Kristina Ohlsson,Gutenberg,4.0,396,suspense e mistério,Baixa
Cordialmente Cruel,Maureen Johnson,HarperCollins,4.0,458,suspense e mistério,Baixa
Os Quatro Grandes,Agatha Christie,HarperCollins,4.0,2,suspense e mistério,Baixa
O Caso Rembrandt,Daniel Silva,Arqueiro,4.0,260,suspense e mistério,Baixa
4 de Julho,James Patterson,Arqueiro,4.0,1,suspense e mistério,Baixa
Liberdade,Andrea Portes,Galera,4.0,22,suspense e mistério,Baixa
"Emily, The Strange: Duas Vezes Estranha",Rob Reger,Galera,4.0,84,suspense e mistério,Baixa
Mortos Não Contam Segredos,Karen M. McManus,Galera,4.0,1,suspense e mistério,Baixa
Punição Para A Inocência,Agatha Christie,HarperCollins,4.0,2,suspense e mistério,Baixa
Um de Nós Está Mentindo,Karen M. McManus,Galera,4.0,7,suspense e mistério,Baixa
Cobiça,J. R. Ward ,Universo,4.0,1,suspense e mistério,Baixa
O Mistério dos Sete Relógios,Agatha Christie,Harper,4.0,3,suspense e mistério,Baixa
Irene,James Ellroy,Universo,4.0,141,suspense e mistério,Baixa
O Castelo,Franz Kafka,Martin,4.0,1,suspense e mistério,Baixa
O Dossiê Pelicano,John Grisham,Rocco,4.0,955,suspense e mistério,Baixa
A Firma,John Grisham,Arqueiro,4.0,1,suspense e mistério,Baixa
Marionete,Daniel Cole,Arqueiro,4.0,348,suspense e mistério,Baixa
Tudo É Eventual,Stephen King,Planeta,4.0,1,suspense e mistério,Baixa
Rose Madder ,Stephen King,Planeta,4.0,1,suspense e mistério,Baixa
A Firma,John Grisham,Rocco,4.0,1,suspense e mistério,Baixa
Contagem Regressiva,Ken Follett,Arqueiro,4.0,532,suspense e mistério,Baixa
O Pacto,Joe Hill,Arqueiro,4.0,5,suspense e mistério,Baixa
Ponto de Impacto,Dan Brown,Sextante,4.0,31,suspense e mistério,Baixa
Ponto de Impacto,Dan Brown,Arqueiro,4.0,31,suspense e mistério,Baixa
Perversas,Sara Shepard,Rocco,4.0,2,suspense e mistério,Baixa
Os Segredos Mais Secretos das Pretty Little Liars,Sara Shepard,Rocco,4.0,748,suspense e mistério,Baixa
Devastadoras,Sara Shepard,Rocco,4.0,444,suspense e mistério,Baixa
Perfeitas,Sara Shepard,Rocco,4.0,4,suspense e mistério,Baixa
Palácio da traição,Jason Matthews,Editora,4.0,36,suspense e mistério,Baixa
Tripulação de Esqueletos,Stephen King,Planeta,4.0,1,suspense e mistério,Baixa
A Queda,Guillermo del Toro,Rocco,4.0,1,suspense e mistério,Baixa
Dexter: Design de um Assassino,Jeff Lindsay,Planeta,4.0,1,suspense e mistério,Baixa
O Álibi,Sandra Brown,Rocco,4.0,234,suspense e mistério,Baixa
Bela Maldade,Rebecca James,Intrínseca,4.0,3,suspense e mistério,Baixa
O Circo da Noite,Erin Morgenstern,Intrínseca,4.0,4,suspense e mistério,Baixa
Ratos,Gordon Reece,Intrínseca,4.0,2,suspense e mistério,Baixa
O Circo da Noite,Erin Morgenstern,Intrínseca,4.0,4,suspense e mistério,Baixa
Cem Gramas de Centeio,Agatha Christie,Harper,4.0,2,suspense e mistério,Baixa
Cem Gramas de Centeio,Agatha Christie,HarperCollins,4.0,2,suspense e mistério,Baixa
A Maldição do Espelho,Agatha Christie,HarperCollins,4.0,3,suspense e mistério,Baixa
O Mistério dos Sete Relógios,Agatha Christie,HarperCollins,4.0,3,suspense e mistério,Baixa
O Artista da Morte,Daniel Silva,Rocco,4.0,96,suspense e mistério,Baixa
Um Pressentimento Funesto,Agatha Christie,HarperCollins,4.0,1,suspense e mistério,Baixa
Assassinato na Casa do Pastor,Agatha Christie,HarperCollins,4.0,4,suspense e mistério,Baixa
Pines,Blake Crouch,Planeta,4.0,605,suspense e mistério,Baixa
Dexter em Cena,Jeff Lindsay,Planeta,4.0,574,suspense e mistério,Baixa
Contos Legais,John Grisham,Rocco,4.0,13,suspense e mistério,Baixa
A Troca,Sandra Brown,Rocco,4.0,115,suspense e mistério,Baixa
O Círculo Matarese,Robert Ludlum,Rocco,4.0,92,suspense e mistério,Baixa
Código Explosivo,Ken Follett,Rocco,4.0,532,suspense e mistério,Baixa
A Firma,John Grisham,Rocco,4.0,1,suspense e mistério,Baixa
Ben-Hur,Lewis Wallace,Martin,4.0,731,suspense e mistério,Baixa
Malorie,Josh Malerman,Intrínseca,4.0,1,suspense e mistério,Baixa
Areia Movediça,Malin Persson Giolito,Intrínseca,3.9,557,suspense e mistério,Baixa
Vejo Vocês em Breve,Mary Higgins Clark,Rocco,3.9,188,suspense e mistério,Baixa
O Sócio,John Grisham,Rocco,3.9,672,suspense e mistério,Baixa
A Guerra dos Mundos,H. G. Wells,Martin,3.9,2,suspense e mistério,Baixa
Rosas de Maio,Dot Hutchison,Planeta,3.9,275,suspense e mistério,Baixa
Preciso Saber,Karen Cleveland,Planeta,3.9,160,suspense e mistério,Baixa
Festa de Halloween,R. L. Stine,Rocco,3.9,276,suspense e mistério,Baixa
O Grito Silencioso,Diane Hoh,Rocco,3.9,111,suspense e mistério,Baixa
Noturno,Guillermo del Toro,Rocco,3.9,2,suspense e mistério,Baixa
A Maldição do Cigano,Stephen King,Planeta,3.9,3,suspense e mistério,Baixa
A Trilogia de Nova Iorque,Paul Auster,Planeta,3.9,596,suspense e mistério,Baixa
Os Olhos Do Dragão,Stephen King,Planeta,3.9,2,suspense e mistério,Baixa
Noite Eterna,Chuck Hogan,Rocco,3.9,738,suspense e mistério,Baixa
Impecáveis,Sara Shepard,Rocco,3.9,5,suspense e mistério,Baixa
Latitudes Piratas,Michael Crichton,Rocco,3.9,73,suspense e mistério,Baixa
Maldosas,Sara Shepard,Rocco,3.9,8,suspense e mistério,Baixa
A Princesa de Gelo,Camilla Läckberg,Planeta,3.9,722,suspense e mistério,Baixa
Um Desafio para Cross,James Patterson,Rocco,3.9,207,suspense e mistério,Baixa
Matar Alguém,Roger Franchini,Planeta,3.9,37,suspense e mistério,Baixa
Penitência,Kanae Minato,Gutenberg,3.9,236,suspense e mistério,Baixa
O Artífice,Tony Ferraz,Universo,3.9,178,suspense e mistério,Baixa
O Médico e o Monstro,Robert Louis Stevenson,Martin,3.9,14,suspense e mistério,Baixa
A Gaiola de Ouro,Camilla Läckberg,Arqueiro,3.9,671,suspense e mistério,Baixa
Tripla espionagem,Ken Follett,Editora,3.9,339,suspense e mistério,Baixa
Amanhecer,Stephenie Meyer,Intrínseca,3.9,82,suspense e mistério,Baixa
Amanhecer,Stephenie Meyer,Intrínseca,3.9,82,suspense e mistério,Baixa
Amanhecer,Stephenie Meyer,Intrínseca,3.9,82,suspense e mistério,Baixa
Amanhecer,Stephenie Meyer,Intrínseca,3.9,82,suspense e mistério,Baixa
Os Elefantes Não Esquecem,Agatha Christie,Nova,3.9,9,suspense e mistério,Baixa
A Mansão Hollow,Agatha Christie,Nova,3.9,7,suspense e mistério,Baixa
Tudo O Que Restou,Kerry Lonsdale,Universo,3.9,112,suspense e mistério,Baixa
Tudo o que deixamos para trás,Kerry Lonsdale,Universo,3.9,29,suspense e mistério,Baixa
Cidade nas Trevas,Adam Christopher,Intrínseca,3.9,157,suspense e mistério,Baixa
O demônio na Cidade Branca,Erik Larson,Intrínseca,3.9,284,suspense e mistério,Baixa
Amanhecer ,Stephenie Meyer,Intrínseca,3.9,82,suspense e mistério,Baixa
Amanhecer,Stephenie Meyer,Intrínseca,3.9,82,suspense e mistério,Baixa
Um Mistério no Caribe,Agatha Christie,HarperCollins,3.9,2,suspense e mistério,Baixa
A Noite das Bruxas,Agatha Christie,HarperCollins,3.9,3,suspense e mistério,Baixa
A Extravagância do Morto,Agatha Christie,HarperCollins,3.9,2,suspense e mistério,Baixa
Nêmesis (Nemesis),Agatha Christie,Harper,3.9,2,suspense e mistério,Baixa
Agente do Caos,Kami Garcia,HarperCollins,3.9,117,suspense e mistério,Baixa
O Golpe,Christopher Reich,Arqueiro,3.9,59,suspense e mistério,Baixa
A Chave de Rebecca,Ken Follett,Arqueiro,3.9,726,suspense e mistério,Baixa
Nêmesis,Agatha Christie,HarperCollins,3.9,2,suspense e mistério,Baixa
A Estrada da Noite,Joe Hill,Arqueiro,3.9,10,suspense e mistério,Baixa
À Beira da Eternidade,Melissa E. Hurst,Galera,3.9,184,suspense e mistério,Baixa
6º Alvo,James Patterson,Arqueiro,3.9,474,suspense e mistério,Baixa
Inquebrável ,Kami Garcia,Galera,3.9,336,suspense e mistério,Baixa
Tom Jones,Henry Fielding,Rocco,3.9,268,suspense e mistério,Baixa
Cornelia,Florencia Etcheves,Editora,3.8,2,suspense e mistério,Baixa
O Moço Loiro,Joaquim Manuel de Macedo,Martin,3.8,444,suspense e mistério,Baixa
O Homem de Giz,C.J. Tudor,Intrínseca,3.8,14,suspense e mistério,Baixa
Recursos Desumanos,Pierre Lemaitre,Editora,3.8,44,suspense e mistério,Baixa
A Filha do Rei do Pântano,Karen Dionne,Verus,3.8,1,suspense e mistério,Baixa
Bela Gentileza,Diane Hoh,Rocco,3.8,124,suspense e mistério,Baixa
A Garota Perfeita,Mary Kubica,Planeta,3.8,1,suspense e mistério,Baixa
O Estranho,Camilla Läckberg,Planeta,3.8,251,suspense e mistério,Baixa
Um caso de necessidade,Michael Crichton,Rocco,3.8,75,suspense e mistério,Baixa
Mary Reilly,Valerie Martin,Rocco,3.8,34,suspense e mistério,Baixa
O Servo dos Ossos,Anne Rice,Rocco,3.8,528,suspense e mistério,Baixa
A Última Festa (e-Book),Lucy Foley,Intrínseca,3.8,5,suspense e mistério,Baixa
Tempo Estranho,Joe Hill,HarperCollins,3.8,189,suspense e mistério,Baixa
Ninguém Pode Saber,Karin Slaughter,HarperCollins,3.8,373,suspense e mistério,Baixa
Única Filha, Anna Snoekstra ,HarperCollins,3.8,866,suspense e mistério,Baixa
Operação Red Sparrow,Jason Matthews,Arqueiro,3.8,1,suspense e mistério,Baixa
Um Corpo na Biblioteca,Agatha Christie,HarperCollins,3.8,8,suspense e mistério,Baixa
O Caso do Marquês Desaparecido,Nancy Springer,Verus,3.8,472,suspense e mistério,Baixa
A Pedra Proibida,Tony Abbott,Galera,3.8,24,suspense e mistério,Baixa
Leonardo da Vinci e os sete crimes de Roma,Guillaume Prévost,Gutenberg,3.8,29,suspense e mistério,Baixa
Um Estudo em Charlotte,Brittany Cavallaro,Rocco,3.8,859,suspense e mistério,Baixa
O Fio do Bisturi,Tess Gerritsen,HarperCollins,3.8,947,suspense e mistério,Baixa
Território Lovecraft,Matt Ruff,Intrínseca,3.8,950,suspense e mistério,Baixa
Homeland: Como Tudo Começou,Andrew Kaplan,Intrínseca,3.8,256,suspense e mistério,Baixa
Gravity Falls: Ao Esquisito e Além,Joe Books,Universo,3.8,18,suspense e mistério,Baixa
Os Trabalhos de Hércules,Agatha Christie,Harper,3.8,2,suspense e mistério,Baixa
Corrupt,Penelope Douglas,The,3.8,536,suspense e mistério,Baixa
O Caso Caravaggio ,Daniel Silva,Harper,3.8,157,suspense e mistério,Baixa
Zoo,James Patterson,Editora,3.8,665,suspense e mistério,Baixa
Um Corpo na Biblioteca,Agatha Christie,Nova,3.8,8,suspense e mistério,Baixa
Selvagens,Don Winslow,Intrínseca,3.8,987,suspense e mistério,Baixa
A Herdeira,Daniel Silva,HarperCollins,3.8,79,suspense e mistério,Baixa
Lua de Mel,James Patterson,Arqueiro,3.8,683,suspense e mistério,Baixa
A Garota Inglesa,Daniel Silva,Arqueiro,3.8,152,suspense e mistério,Baixa
Roleta Russa,Jason Matthews,Arqueiro,3.8,1,suspense e mistério,Baixa
Revenge - Treinamento Para Vingança,Jesse Lasky,Planeta,3.8,365,suspense e mistério,Baixa
A Desconhecida,Mary Kubica,Planeta,3.8,368,suspense e mistério,Baixa
O que Aconteceu com Annie,C.J. Tudor,Intrínseca,3.8,4,suspense e mistério,Baixa
A Última Festa,Lucy Foley,Intrínseca,3.8,5,suspense e mistério,Baixa
O Homem de Giz,C.J. Tudor,Intrínseca,3.8,14,suspense e mistério,Baixa
A Última Festa (e-Book),Lucy Foley,Intrínseca,3.8,5,suspense e mistério,Baixa
Território Lovecraft,Matt Ruff,Intrínseca,3.8,950,suspense e mistério,Baixa
A Última Festa,Lucy Foley,Intrínseca,3.8,5,suspense e mistério,Baixa
O Desgosto de August,Brittany Cavallaro,Rocco,3.8,70,suspense e mistério,Baixa
O Que Aconteceu Com Annie,C.J. Tudor,Intrínseca,3.8,4,suspense e mistério,Baixa
A Loura,Duane Swierczynski,Rocco,3.8,6,suspense e mistério,Baixa
O Caso Laura,André Vianco,Rocco,3.8,1,suspense e mistério,Baixa
Arthur & George,Julian Barnes ,Rocco,3.8,31,suspense e mistério,Baixa
Dexter no Escuro,Jeff Lindsay,Planeta,3.8,2,suspense e mistério,Baixa
O Diário de Dora Damage,Belinda Starling,Rocco,3.8,13,suspense e mistério,Baixa
Sete Contos de Arrepiar,José Flávio Morais,Rocco,3.7,9,suspense e mistério,Baixa
A jangada,Júlio Verne,Planeta,3.7,112,suspense e mistério,Baixa
Você,Caroline Kepnes,Rocco,3.7,1,suspense e mistério,Baixa
O Nome da Estrela (The Name of the Star),Maureen Johnson,Rocco,3.7,409,suspense e mistério,Baixa
O Advogado,John Grisham,Rocco,3.7,1,suspense e mistério,Baixa
O Vendedor de Armas,Hugh Laurie,Planeta,3.7,2,suspense e mistério,Baixa
Desejos Macabros,Diane Hoh,Rocco,3.7,93,suspense e mistério,Baixa
O Testamento,John Grisham,Rocco,3.7,888,suspense e mistério,Baixa
O Vendedor de Armas,Hugh Laurie,Planeta,3.7,2,suspense e mistério,Baixa
Inspeção,Josh Malerman,Intrínseca,3.7,390,suspense e mistério,Baixa
1876,Gore Vidal,Rocco,3.7,12,suspense e mistério,Baixa
Em Águas Profundas,Patricia Highsmith,Intrínseca,3.7,100,suspense e mistério,Baixa
A essência do mal,Luca D'Andrea,Intrínseca,3.7,696,suspense e mistério,Baixa
Atração Fatal,Diane Hoh,Rocco,3.7,77,suspense e mistério,Baixa
Anjo da Guarda,Sara Paretsky,Rocco,3.7,6,suspense e mistério,Baixa
O Romance,James A. Michener,Rocco,3.7,7,suspense e mistério,Baixa
O Homem Invisível,H. G. Wells,Martin,3.7,2,suspense e mistério,Baixa
O Hipnotista,Lars Kepler,Intrínseca,3.7,2,suspense e mistério,Baixa
Observe-me,Kimberly Knight,The,3.7,48,suspense e mistério,Baixa
O Pesadelo,Lars Kepler,Intrínseca,3.7,726,suspense e mistério,Baixa
A Sonâmbula,Diane Hoh,Rocco,3.7,139,suspense e mistério,Baixa
A Temporada das Marchas,Daniel Silva,Rocco,3.7,26,suspense e mistério,Baixa
A Profecia do Paraíso,Robert Browne,Planeta,3.7,99,suspense e mistério,Baixa
Dexter Está Morto,Jeff Lindsay,Planeta,3.7,386,suspense e mistério,Baixa
Fantasma,Jason Reynolds,Intrínseca,3.7,6,suspense e mistério,Baixa
Uma Mentira Perfeita,Lisa Scottoline,HarperCollins,3.7,200,suspense e mistério,Baixa
Advogado do Diabo,Jonathan Maberry,HarperCollins,3.7,123,suspense e mistério,Baixa
O Canto dos Segredos,Tana French,Rocco,3.7,58,suspense e mistério,Baixa
Você Está Sendo Vigiado,Gregg Hurwitz,Arqueiro,3.7,812,suspense e mistério,Baixa
Bodas de sangue,Pierre Lemaitre,Gutenberg,3.7,129,suspense e mistério,Baixa
O Dom,Robert Ovies,Verus,3.7,184,suspense e mistério,Baixa
Você,Caroline Kepnes,Rocco,3.7,1,suspense e mistério,Baixa
A Caça,M.A. Bennett,Arqueiro,3.6,587,suspense e mistério,Baixa
Os Justiceiros,Stephen King,Planeta,3.6,801,suspense e mistério,Baixa
O Confronto,L. J. Smith,Galera,3.6,22,suspense e mistério,Baixa
A Outra Casa,Sophie Hannah,Rocco,3.6,155,suspense e mistério,Baixa
A exceção,Christian Jungersen,Intrínseca,3.6,188,suspense e mistério,Baixa
O Rei de Amarelo,Robert W. Chambers,Intrínseca,3.6,3,suspense e mistério,Baixa
Uma Mulher Perfeita,James Grippando,Casa,3.6,261,suspense e mistério,Baixa
Restos Humanos,Elizabeth Haynes,Intrínseca,3.6,1,suspense e mistério,Baixa
Temporada de acidentes,Moïra Fowley-Doyle,Intrínseca,3.6,1,suspense e mistério,Baixa
A Filha,Jane Shemilt,HarperCollins,3.6,343,suspense e mistério,Baixa
A Fúria,L. J. Smith,Galera,3.6,18,suspense e mistério,Baixa
Não Voltarás,Hans Koppel,Verus,3.6,602,suspense e mistério,Baixa
O Mistério do Relógio na Parede,John Bellairs,Galera,3.6,422,suspense e mistério,Baixa
Férias Infernais (Vacations from hell),Maureen Johnson,Galera,3.6,532,suspense e mistério,Baixa
Os Crimes do Monograma,Sophie Hannah,Nova,3.6,960,suspense e mistério,Baixa
O Rei de Amarelo,Robert W. Chambers,Intrínseca,3.6,3,suspense e mistério,Baixa
Fim de Semana Alucinante,R. L. Stine,Rocco,3.6,145,suspense e mistério,Baixa
O Livro dos Horrores,Diane Hoh,Rocco,3.6,78,suspense e mistério,Baixa
O Último Evangelho,David Gibbins,Planeta,3.6,84,suspense e mistério,Baixa
A Iniciação,Diane Hoh,Rocco,3.6,79,suspense e mistério,Baixa
Esaú e Jacó,Machado de Assis,Martin,3.6,3,suspense e mistério,Baixa
Prisioneiras,Diane Hoh,Rocco,3.6,43,suspense e mistério,Baixa
A Voz no Espelho,Diane Hoh,Rocco,3.6,77,suspense e mistério,Baixa
Em Um Bosque Muito Escuro,Ruth Ware,Rocco,3.6,527,suspense e mistério,Baixa
O Sussurro,Diane Hoh,Rocco,3.6,51,suspense e mistério,Baixa
A Marca do Assassino,Daniel Silva,Rocco,3.6,56,suspense e mistério,Baixa
DESAFIO MORTAL,Joy Fielding,Rocco,3.6,10,suspense e mistério,Baixa
Não se esqueça de mim!,R. L. Stine,Rocco,3.5,41,suspense e mistério,Baixa
A força do passado,Sandro Veronesi,Rocco,3.5,3,suspense e mistério,Baixa
O Caso da Mansão Deboën,Edgar Cantero,Intrínseca,3.5,497,suspense e mistério,Baixa
O Demônio e a Srta. Prym,Paulo Coelho,Rocco,3.5,6,suspense e mistério,Baixa
A Verdade ou a Morte,Diane Hoh,Rocco,3.5,105,suspense e mistério,Baixa
Argo,Antonio Mendez,Intrínseca,3.5,527,suspense e mistério,Baixa
A mão que te alimenta,A. J. Rich,Record,3.5,637,suspense e mistério,Baixa
Noite de Tempestade,John Sandford,Arqueiro,3.5,176,suspense e mistério,Baixa
Amores Infernais,Scott Westerfeld,Galera,3.5,2,suspense e mistério,Baixa
Todas as Garotas Desaparecidas,Megan Miranda,Verus,3.5,921,suspense e mistério,Baixa
Verum,Courtney Cole,Verus,3.5,53,suspense e mistério,Baixa
O Jogo da Mentira,Ruth Ware,Rocco,3.5,203,suspense e mistério,Baixa
Corpos Ocultos,Caroline Kepnes,Rocco,3.5,273,suspense e mistério,Baixa
Todas as Garotas Desaparecidas,Megan Miranda,Verus,3.5,921,suspense e mistério,Baixa
A Mãe Perfeita,Aimee Molloy,HarperCollins,3.5,160,suspense e mistério,Baixa
As Elizas,Sara Shepard,HarperCollins,3.5,198,suspense e mistério,Baixa
Dôssie Drácula,James Reese,Planeta,3.5,102,suspense e mistério,Baixa
O Aprendiz de Gutenberg,Alix Christie,Planeta,3.5,18,suspense e mistério,Baixa
O Talismã,Sir Walter Scott,Rocco,3.5,21,suspense e mistério,Baixa
O Demônio e a Srta. Prym,Paulo Coelho,Planeta,3.5,6,suspense e mistério,Baixa
A Bíblia do diabo,Richard Dübell,Planeta,3.5,65,suspense e mistério,Baixa
A Mulher Na Cabine 10,Ruth Ware,Rocco,3.5,2,suspense e mistério,Baixa
O caso da mansão Deboën,Edgar Cantero,Intrínseca,3.5,497,suspense e mistério,Baixa
Garotas Como Nós,Dana Mele,Universo,3.5,292,suspense e mistério,Baixa
UFOs,Curt Sutherly,Universo,3.5,31,suspense e mistério,Baixa
Contos de Fadas Norte-Americanos,L. Frank Baum,Martin,3.5,113,suspense e mistério,Baixa
O Demônio e a Srta. Prym,Paulo Coelho,Sextante,3.5,6,suspense e mistério,Baixa
Eu Sei Onde Você Está,Claire Kendal,Intrínseca,3.5,565,suspense e mistério,Baixa
Eu Sei Onde Você Está,Claire Kendal,Intrínseca,3.5,565,suspense e mistério,Baixa
Contágio,David Koepp,HarperCollins,3.5,82,suspense e mistério,Baixa
Inigualável ,Alyson Noël,HarperCollins,3.5,213,suspense e mistério,Baixa
O Caçador de Demônios,Wesley Snipes,HarperCollins,3.5,37,suspense e mistério,Baixa
Caixão Fechado,Sophie Hannah,HarperCollins,3.5,150,suspense e mistério,Baixa
Nunca Jamais,Colleen Hoover,Galera,3.4,1,suspense e mistério,Baixa
Antes da Queda,Noah Hawley,Intrínseca,3.4,330,suspense e mistério,Baixa
Colheita,James Frey,Intrínseca,3.4,43,suspense e mistério,Baixa
Os deixados para trás,Tom Perrotta,Intrínseca,3.4,701,suspense e mistério,Baixa
Os deixados para trás,Tom Perrotta,Intrínseca,3.4,701,suspense e mistério,Baixa
Querida Filha,Elizabeth Little,Rocco,3.4,52,suspense e mistério,Baixa
Lição de Morte,Diane Hoh,Rocco,3.4,100,suspense e mistério,Baixa
A Sombra da Lua,John Sandford,Arqueiro,3.4,354,suspense e mistério,Baixa
O Jantar,Herman Koch,Intrínseca,3.4,658,suspense e mistério,Baixa
Guerreiro Tigre,David Gibbins,Planeta,3.4,71,suspense e mistério,Baixa
O Despertar,L. J. Smith,Galera,3.4,32,suspense e mistério,Baixa
O Sequestro,Diane Hoh,Rocco,3.4,56,suspense e mistério,Baixa
O Sabá das Feiticeiras,John Updike,Rocco,3.4,51,suspense e mistério,Baixa
A Namorada Perfeita,Karen Hamilton,Rocco,3.4,74,suspense e mistério,Baixa
Catfish,Lynda Throsby,AllBook,3.3,54,suspense e mistério,Baixa
"Não Chore, Não",Mary Kubica,Planeta,3.3,271,suspense e mistério,Baixa
Uma garota de Muita Sorte,Jessica Knoll,Rocco,3.3,111,suspense e mistério,Baixa
A Contrapartida,Uranio Bonoldi,Valentina,3.3,187,suspense e mistério,Baixa
Passageiro para Frankfurt,Agatha Christie,HarperCollins,3.3,1,suspense e mistério,Baixa
Acerto de Contas,John Grisham,Arqueiro,3.3,81,suspense e mistério,Baixa
Ponto Cego,Rebecca Scherm,Rocco,3.3,12,suspense e mistério,Baixa
O Fecho,Sloane Crosley,Rocco,3.3,6,suspense e mistério,Baixa
O Manuscrito,Chris Pavone,Arqueiro,3.3,181,suspense e mistério,Baixa
A Mulher Silenciosa,A.S.A. Harrison,Intrínseca,3.3,1,suspense e mistério,Baixa
Vingança da Maré,Elizabeth Haynes,Intrínseca,3.3,570,suspense e mistério,Baixa
Beijos Infernais (Kisses from hell),Kristin Cast,Galera,3.3,1,suspense e mistério,Baixa
Meninas selvagens,Rory Power,Galera,3.2,601,suspense e mistério,Baixa
Arrowood,Mick Finlay,HarperCollins,3.2,26,suspense e mistério,Baixa
Meninas Selvagens,Rory Power,Galera,3.2,601,suspense e mistério,Baixa
Tão Mais Bonita,Cara Hoffman,Intrínseca,3.2,267,suspense e mistério,Baixa
Aqueles Que Perdemos,Sheena Kamal,HarperCollins,3.2,72,suspense e mistério,Baixa
Formaturas Infernais (Prom nights from hell),Meg Cabot,Galera,3.2,21,suspense e mistério,Baixa
Vamos Passear no Bosque,Ruth Rendell,Rocco,3.2,16,suspense e mistério,Baixa
Sinuca de Bico,Josh Bazell,Rocco,3.1,27,suspense e mistério,Baixa
O Enigma do Quatro,Ian Caldwell,Planeta,3.1,1,suspense e mistério,Baixa
O Monstro,Diane Hoh,Rocco,3.1,23,suspense e mistério,Baixa
Louras Zumbis,Brian James,Galera,3.1,587,suspense e mistério,Baixa
A Nona Configuração,William Peter Blatty,Harper,3.1,684,suspense e mistério,Baixa
A Geração do Meio,Margaret Drabble,Rocco,3.0,2,suspense e mistério,Baixa
Quattrocento,James McKean,Rocco,3.0,11,suspense e mistério,Baixa
Latitudes Piratas,Michael Crichton,Rocco,3.0,1,suspense e mistério,Baixa
Uma Casa No Fundo de Um Lago,Josh Malerman,Intrínseca,3.0,4,suspense e mistério,Baixa
Morte No Verão,Benjamin Black,Rocco,3.0,43,suspense e mistério,Baixa
As moscas azuis,Carmen Posadas,Planeta,2.9,24,suspense e mistério,Baixa
